Date,CreativeID,Impressions,Clicks,VideoStarts,VideoCompletions,OperatingSystem,DayofWeek,Site,SiteCategory
09/05/2018,1239,1,0,1,0,Other,3,The City Daily,News
09/05/2018,1239,282,2,109,63,iOS,3,Progressive News,News
09/05/2018,1239,297,3,169,48,iOS,3,The City Daily,News
09/05/2018,1239,2,0,0,0,Other,3,Progressive News,News
09/05/2018,1239,9,0,2,1,Other,3,The City Daily,News
09/05/2018,1239,3,0,0,0,Android,3,NIMBY Times,News
09/05/2018,1239,2,0,2,2,Other,3,NIMBY Times,News
09/05/2018,1239,6,0,0,0,iOS,3,NIMBY Times,News
09/05/2018,1239,32,0,1,0,Android,3,The TV News,Entertainment
09/05/2018,1239,19,0,4,0,Android,3,The ClothesRack,Lifestyle
09/05/2018,1239,4,0,2,2,Android,3,Sitting Pretty,Lifestyle
09/05/2018,1239,28,0,8,4,iOS,3,The TV News,Entertainment
09/05/2018,1239,75,0,14,3,iOS,3,The ClothesRack,Lifestyle
09/05/2018,1239,3,0,2,2,iOS,3,Sitting Pretty,Lifestyle
09/05/2018,1239,1,0,0,0,Other,3,The TV News,Entertainment
09/05/2018,1125,145,1,26,6,Android,3,FootyNews,Sport
09/05/2018,1125,2,0,2,2,Other,3,FootyNews,Sport
09/05/2018,1125,169,0,54,22,iOS,3,FootyNews,Sport
09/05/2018,1125,2,0,0,0,iOS,3,FootyNews,Sport
09/05/2018,1125,3,0,2,2,Android,3,More Sport,Sport
09/05/2018,1125,683,3,525,317,Android,3,More Sport,Sport
09/05/2018,1125,60,0,17,17,Other,3,More Sport,Sport
09/05/2018,1125,9,0,4,4,iOS,3,More Sport,Sport
09/05/2018,1125,1665,11,1355,717,iOS,3,More Sport,Sport
09/05/2018,1125,5,0,0,0,Other,3,More Sport,Sport
09/05/2018,1125,3,0,3,3,Other,3,More Sport,Sport
09/05/2018,1125,1,0,1,0,Other,3,More Sport,Sport
09/05/2018,1125,1,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1125,686,0,4,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1125,1,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1125,189,0,10,3,Android,3,The Ocho Sports Network,Sport
09/05/2018,1125,1,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1125,3,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,1125,1,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,1125,29,0,6,3,Other,3,The Ocho Sports Network,Sport
09/05/2018,1125,6,0,2,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1125,407,0,14,5,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1125,1,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1125,177,0,14,6,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1125,1,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1125,2,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,1125,748,7,301,143,Android,3,CityNews,News
09/05/2018,1125,1063,12,427,202,iOS,3,CityNews,News
09/05/2018,1125,1,0,0,0,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,1125,1060,14,282,62,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,1125,3,0,0,0,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,1125,1,0,0,0,Other,3,Wot? Lifestyle,Lifestyle
09/05/2018,1125,2,0,2,2,Other,3,Wot? Lifestyle,Lifestyle
09/05/2018,1125,1694,10,963,387,iOS,3,Wot? Lifestyle,Lifestyle
09/05/2018,1125,3,0,0,0,iOS,3,Wot? Lifestyle,Lifestyle
09/05/2018,1125,1,0,0,0,Other,3,Wot? Lifestyle,Lifestyle
09/05/2018,1125,97,1,16,5,Android,3,FPSGaming,Tech / Gaming
09/05/2018,1125,2,0,1,0,Android,3,FPSGaming,Tech / Gaming
09/05/2018,1125,1,0,0,0,Android,3,FPSGaming,Tech / Gaming
09/05/2018,1125,1,0,1,1,Other,3,FPSGaming,Tech / Gaming
09/05/2018,1125,114,0,35,10,iOS,3,FPSGaming,Tech / Gaming
09/05/2018,1125,1,0,0,0,Other,3,FPSGaming,Tech / Gaming
09/05/2018,1125,51,1,16,9,Android,3,PedalBikez,Sport
09/05/2018,1125,82,1,22,14,Android,3,Vroom Motoring,Sport
09/05/2018,1125,1,0,0,0,Other,3,PedalBikez,Sport
09/05/2018,1125,143,0,61,36,iOS,3,PedalBikez,Sport
09/05/2018,1125,78,0,22,10,iOS,3,Vroom Motoring,Sport
09/05/2018,2442,103,0,0,0,Android,3,We Love Gaming,Tech / Gaming
09/05/2018,2442,144,0,0,0,Android,3,Gadgetron,Tech / Gaming
09/05/2018,2442,17,0,0,0,Android,3,Edgy Lifestyles,Tech / Gaming
09/05/2018,2442,117,0,0,0,Android,3,Coin-Op Gaming,Tech / Gaming
09/05/2018,2442,8,0,0,0,Other,3,We Love Gaming,Tech / Gaming
09/05/2018,2442,3,0,0,0,Other,3,Coin-Op Gaming,Tech / Gaming
09/05/2018,2442,258,2,0,0,iOS,3,We Love Gaming,Tech / Gaming
09/05/2018,2442,78,1,0,0,iOS,3,Gadgetron,Tech / Gaming
09/05/2018,2442,16,0,0,0,iOS,3,Edgy Lifestyles,Tech / Gaming
09/05/2018,2442,88,0,0,0,iOS,3,Coin-Op Gaming,Tech / Gaming
09/05/2018,2442,1,0,0,0,Other,3,We Love Gaming,Tech / Gaming
09/05/2018,2442,2,0,0,0,Other,3,Gadgetron,Tech / Gaming
09/05/2018,2442,1,0,0,0,Other,3,Coin-Op Gaming,Tech / Gaming
09/05/2018,2442,161,0,0,0,Android,3,The TV News,Entertainment
09/05/2018,2442,39,0,0,0,Android,3,The ClothesRack,Lifestyle
09/05/2018,2442,14,0,0,0,Android,3,Sitting Pretty,Lifestyle
09/05/2018,2442,172,2,0,0,iOS,3,The TV News,Entertainment
09/05/2018,2442,167,0,0,0,iOS,3,The ClothesRack,Lifestyle
09/05/2018,2442,19,0,0,0,iOS,3,Sitting Pretty,Lifestyle
09/05/2018,2442,3,0,0,0,Other,3,The TV News,Entertainment
09/05/2018,818,494,4,0,0,Android,3,Progressive News,News
09/05/2018,818,756,12,0,0,Android,3,The City Daily,News
09/05/2018,818,539,3,0,0,iOS,3,Progressive News,News
09/05/2018,818,270,0,0,0,iOS,3,The City Daily,News
09/05/2018,818,11,0,0,0,Other,3,Progressive News,News
09/05/2018,818,7,0,0,0,Other,3,The City Daily,News
09/05/2018,818,168,2,0,0,Android,3,FootyNews,Sport
09/05/2018,818,2,0,0,0,Android,3,FootyNews,Sport
09/05/2018,818,1,0,0,0,Android,3,FootyNews,Sport
09/05/2018,818,242,0,0,0,iOS,3,FootyNews,Sport
09/05/2018,818,2,0,0,0,iOS,3,FootyNews,Sport
09/05/2018,818,5,0,0,0,Android,3,More Sport,Sport
09/05/2018,818,408,0,0,0,Android,3,More Sport,Sport
09/05/2018,818,28,0,0,0,Other,3,More Sport,Sport
09/05/2018,818,5,0,0,0,iOS,3,More Sport,Sport
09/05/2018,818,1016,5,0,0,iOS,3,More Sport,Sport
09/05/2018,818,3,0,0,0,Other,3,More Sport,Sport
09/05/2018,818,2,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,818,727,1,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,818,1,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,818,193,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,818,5,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,818,1,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,818,2,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,818,26,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,818,11,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,818,410,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,818,192,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,818,1,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,818,1,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,818,1,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,818,1721,15,0,0,Android,3,CityNews,News
09/05/2018,818,2491,20,0,0,iOS,3,CityNews,News
09/05/2018,818,3,0,0,0,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,818,1786,16,0,0,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,818,3,0,0,0,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,818,1,0,0,0,iOS,3,Wot? Lifestyle,Lifestyle
09/05/2018,818,2960,9,0,0,iOS,3,Wot? Lifestyle,Lifestyle
09/05/2018,818,1,0,0,0,iOS,3,Wot? Lifestyle,Lifestyle
09/05/2018,818,147,0,0,0,Android,3,FPSGaming,Tech / Gaming
09/05/2018,818,1,0,0,0,Other,3,FPSGaming,Tech / Gaming
09/05/2018,818,152,0,0,0,iOS,3,FPSGaming,Tech / Gaming
09/05/2018,818,2,0,0,0,iOS,3,FPSGaming,Tech / Gaming
09/05/2018,818,192,0,0,0,Android,3,PedalBikez,Sport
09/05/2018,818,399,0,0,0,Android,3,Vroom Motoring,Sport
09/05/2018,818,2,0,0,0,Other,3,PedalBikez,Sport
09/05/2018,818,304,1,0,0,iOS,3,PedalBikez,Sport
09/05/2018,818,230,0,0,0,iOS,3,Vroom Motoring,Sport
09/05/2018,818,5,0,0,0,Other,3,PedalBikez,Sport
09/05/2018,818,1,0,0,0,Other,3,Vroom Motoring,Sport
09/05/2018,1448,237,0,37,12,Android,3,Progressive News,News
09/05/2018,1448,75,1,24,7,Android,3,The City Daily,News
09/05/2018,1448,309,1,123,53,iOS,3,Progressive News,News
09/05/2018,1448,277,9,147,72,iOS,3,The City Daily,News
09/05/2018,1448,1,0,0,0,Other,3,Progressive News,News
09/05/2018,1448,8,0,1,0,Other,3,The City Daily,News
09/05/2018,1448,43,1,4,0,Android,3,The TV News,Entertainment
09/05/2018,1448,18,0,1,1,Android,3,The ClothesRack,Lifestyle
09/05/2018,1448,4,0,1,1,Android,3,Sitting Pretty,Lifestyle
09/05/2018,1448,38,0,14,5,iOS,3,The TV News,Entertainment
09/05/2018,1448,81,0,20,3,iOS,3,The ClothesRack,Lifestyle
09/05/2018,1448,7,0,2,1,iOS,3,Sitting Pretty,Lifestyle
09/05/2018,1448,3,0,0,0,Android,3,Weights & Plates,Sport
09/05/2018,1448,26,0,1,0,Android,3,Marathon Digest,Sport
09/05/2018,1448,22,0,3,0,iOS,3,Weights & Plates,Sport
09/05/2018,1448,48,0,11,2,iOS,3,Marathon Digest,Sport
09/05/2018,1889,449,3,0,0,Android,3,Progressive News,News
09/05/2018,1889,804,8,0,0,Android,3,The City Daily,News
09/05/2018,1889,497,1,0,0,iOS,3,Progressive News,News
09/05/2018,1889,309,1,0,0,iOS,3,The City Daily,News
09/05/2018,1889,1,0,0,0,Other,3,Progressive News,News
09/05/2018,1889,3,0,0,0,Other,3,Progressive News,News
09/05/2018,1889,5,0,0,0,Other,3,The City Daily,News
09/05/2018,1889,156,1,0,0,Android,3,FootyNews,Sport
09/05/2018,1889,2,0,0,0,Android,3,FootyNews,Sport
09/05/2018,1889,289,0,0,0,iOS,3,FootyNews,Sport
09/05/2018,1889,4,0,0,0,iOS,3,FootyNews,Sport
09/05/2018,1889,4,0,0,0,Android,3,More Sport,Sport
09/05/2018,1889,430,3,0,0,Android,3,More Sport,Sport
09/05/2018,1889,2,0,0,0,Other,3,More Sport,Sport
09/05/2018,1889,34,0,0,0,Other,3,More Sport,Sport
09/05/2018,1889,2,0,0,0,iOS,3,More Sport,Sport
09/05/2018,1889,976,4,0,0,iOS,3,More Sport,Sport
09/05/2018,1889,1,0,0,0,Other,3,More Sport,Sport
09/05/2018,1889,3,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1889,701,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1889,1,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1889,202,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1889,2,0,0,0,Android,3,The Ocho Sports Network,Sport
09/05/2018,1889,1,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,1889,37,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,1889,6,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1889,394,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1889,1,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1889,199,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1889,2,0,0,0,iOS,3,The Ocho Sports Network,Sport
09/05/2018,1889,2,0,0,0,Other,3,The Ocho Sports Network,Sport
09/05/2018,1889,1733,8,0,0,Android,3,CityNews,News
09/05/2018,1889,2508,16,0,0,iOS,3,CityNews,News
09/05/2018,1889,1,0,0,0,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,1889,1792,21,0,0,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,1889,2,0,0,0,Android,3,Wot? Lifestyle,Lifestyle
09/05/2018,1889,3,0,0,0,Other,3,Wot? Lifestyle,Lifestyle
09/05/2018,1889,3112,9,0,0,iOS,3,Wot? Lifestyle,Lifestyle
09/05/2018,1889,3,0,0,0,iOS,3,Wot? Lifestyle,Lifestyle
09/05/2018,1889,2,0,0,0,Other,3,Wot? Lifestyle,Lifestyle
09/05/2018,1889,148,2,0,0,Android,3,FPSGaming,Tech / Gaming
09/05/2018,1889,2,0,0,0,Android,3,FPSGaming,Tech / Gaming
09/05/2018,1889,159,2,0,0,iOS,3,FPSGaming,Tech / Gaming
09/05/2018,1889,2,0,0,0,iOS,3,FPSGaming,Tech / Gaming
09/05/2018,1889,214,1,0,0,Android,3,PedalBikez,Sport
09/05/2018,1889,392,3,0,0,Android,3,Vroom Motoring,Sport
09/05/2018,1889,1,0,0,0,Other,3,PedalBikez,Sport
09/05/2018,1889,290,1,0,0,iOS,3,PedalBikez,Sport
09/05/2018,1889,252,1,0,0,iOS,3,Vroom Motoring,Sport
09/05/2018,1889,3,0,0,0,Other,3,PedalBikez,Sport
09/05/2018,1889,2,0,0,0,Other,3,Vroom Motoring,Sport
09/05/2018,4912,31,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,4912,2,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,4912,13,0,0,0,Android,3,Home & House,Fashion / Lifestyle
09/05/2018,4912,66,2,0,0,Android,3,Fashionista,Fashion / Lifestyle
09/05/2018,4912,151,1,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,4912,86,0,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,4912,1,0,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,4912,399,1,0,0,iOS,3,Fashionista,Fashion / Lifestyle
09/05/2018,4912,1,0,0,0,Other,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,4912,1,0,0,0,Other,3,Home & House,Fashion / Lifestyle
09/05/2018,4912,3,0,0,0,Other,3,Fashionista,Fashion / Lifestyle
09/05/2018,4912,9,0,0,0,Android,3,Weights & Plates,Sport
09/05/2018,4912,11,0,0,0,Android,3,Marathon Digest,Sport
09/05/2018,4912,19,0,0,0,iOS,3,Weights & Plates,Sport
09/05/2018,4912,30,0,0,0,iOS,3,Marathon Digest,Sport
09/05/2018,1482,425,1,0,0,Android,3,Progressive News,News
09/05/2018,1482,705,10,0,0,Android,3,The City Daily,News
09/05/2018,1482,503,2,0,0,iOS,3,Progressive News,News
09/05/2018,1482,274,2,0,0,iOS,3,The City Daily,News
09/05/2018,1482,8,0,0,0,Other,3,Progressive News,News
09/05/2018,1482,6,0,0,0,Other,3,The City Daily,News
09/05/2018,1482,60,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,1482,14,0,0,0,Android,3,Home & House,Fashion / Lifestyle
09/05/2018,1482,96,0,0,0,Android,3,Fashionista,Fashion / Lifestyle
09/05/2018,1482,232,0,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,1482,2,0,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,1482,137,0,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,1482,840,1,0,0,iOS,3,Fashionista,Fashion / Lifestyle
09/05/2018,1482,1,0,0,0,Other,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,1482,22,0,0,0,Android,3,Weights & Plates,Sport
09/05/2018,1482,38,0,0,0,Android,3,Marathon Digest,Sport
09/05/2018,1482,42,1,0,0,iOS,3,Weights & Plates,Sport
09/05/2018,1482,78,0,0,0,iOS,3,Marathon Digest,Sport
09/05/2018,3915,253,2,47,21,Android,3,Progressive News,News
09/05/2018,3915,58,0,21,8,Android,3,The City Daily,News
09/05/2018,3915,292,0,117,65,iOS,3,Progressive News,News
09/05/2018,3915,287,6,145,54,iOS,3,The City Daily,News
09/05/2018,3915,1,0,0,0,Other,3,Progressive News,News
09/05/2018,3915,9,0,1,1,Other,3,The City Daily,News
09/05/2018,3915,53,0,14,6,Android,3,MusicRoom,Entertainment
09/05/2018,3915,2,0,0,0,Android,3,RockTunes,Entertainment
09/05/2018,3915,3,0,1,1,Other,3,MusicRoom,Entertainment
09/05/2018,3915,772,0,31,21,Other,3,MusicRoom,Entertainment
09/05/2018,3915,1037,9,594,266,iOS,3,MusicRoom,Entertainment
09/05/2018,3915,1,0,1,0,iOS,3,RockTunes,Entertainment
09/05/2018,3915,697,4,270,114,Android,3,Business Times,News
09/05/2018,3915,5,0,4,1,Other,3,Business Times,News
09/05/2018,3915,1,0,0,0,iOS,3,Business Times,News
09/05/2018,3915,705,5,364,161,iOS,3,Business Times,News
09/05/2018,3915,33,1,13,1,Other,3,Business Times,News
09/05/2018,3915,26,0,3,1,Android,3,The TV News,Entertainment
09/05/2018,3915,24,0,4,1,Android,3,The ClothesRack,Lifestyle
09/05/2018,3915,10,0,3,2,Android,3,Sitting Pretty,Lifestyle
09/05/2018,3915,40,1,15,8,iOS,3,The TV News,Entertainment
09/05/2018,3915,55,0,14,6,iOS,3,The ClothesRack,Lifestyle
09/05/2018,3915,9,0,5,5,iOS,3,Sitting Pretty,Lifestyle
09/05/2018,243,449,3,0,0,Android,3,Progressive News,News
09/05/2018,243,779,7,0,0,Android,3,The City Daily,News
09/05/2018,243,549,0,0,0,iOS,3,Progressive News,News
09/05/2018,243,290,0,0,0,iOS,3,The City Daily,News
09/05/2018,243,6,0,0,0,Other,3,Progressive News,News
09/05/2018,243,2,0,0,0,Other,3,The City Daily,News
09/05/2018,243,60,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,243,2,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,243,20,1,0,0,Android,3,Home & House,Fashion / Lifestyle
09/05/2018,243,124,0,0,0,Android,3,Fashionista,Fashion / Lifestyle
09/05/2018,243,264,2,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,243,2,0,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,243,120,2,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,243,790,3,0,0,iOS,3,Fashionista,Fashion / Lifestyle
09/05/2018,243,1,0,0,0,iOS,3,Fashionista,Fashion / Lifestyle
09/05/2018,243,4,0,0,0,Other,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,243,2,0,0,0,Other,3,Fashionista,Fashion / Lifestyle
09/05/2018,243,17,0,0,0,Android,3,Weights & Plates,Sport
09/05/2018,243,55,0,0,0,Android,3,Marathon Digest,Sport
09/05/2018,243,30,0,0,0,iOS,3,Weights & Plates,Sport
09/05/2018,243,75,0,0,0,iOS,3,Marathon Digest,Sport
09/05/2018,243,1,0,0,0,Other,3,Marathon Digest,Sport
09/05/2018,2577,497,5,0,0,Android,3,Progressive News,News
09/05/2018,2577,749,11,0,0,Android,3,The City Daily,News
09/05/2018,2577,503,1,0,0,iOS,3,Progressive News,News
09/05/2018,2577,303,4,0,0,iOS,3,The City Daily,News
09/05/2018,2577,7,0,0,0,Other,3,Progressive News,News
09/05/2018,2577,1,0,0,0,Other,3,The City Daily,News
09/05/2018,2577,50,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,2577,26,0,0,0,Android,3,Home & House,Fashion / Lifestyle
09/05/2018,2577,103,0,0,0,Android,3,Fashionista,Fashion / Lifestyle
09/05/2018,2577,1,0,0,0,Android,3,Fashionista,Fashion / Lifestyle
09/05/2018,2577,274,1,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,2577,129,0,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,2577,1,0,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,2577,883,2,0,0,iOS,3,Fashionista,Fashion / Lifestyle
09/05/2018,2577,2,0,0,0,Other,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,2577,1,0,0,0,Other,3,Home & House,Fashion / Lifestyle
09/05/2018,2577,2,0,0,0,Other,3,Fashionista,Fashion / Lifestyle
09/05/2018,2577,24,0,0,0,Android,3,Weights & Plates,Sport
09/05/2018,2577,38,0,0,0,Android,3,Marathon Digest,Sport
09/05/2018,2577,34,0,0,0,iOS,3,Weights & Plates,Sport
09/05/2018,2577,87,0,0,0,iOS,3,Marathon Digest,Sport
09/05/2018,2701,234,1,50,20,Android,3,Progressive News,News
09/05/2018,2701,64,1,22,4,Android,3,The City Daily,News
09/05/2018,2701,329,1,110,57,iOS,3,Progressive News,News
09/05/2018,2701,286,3,139,61,iOS,3,The City Daily,News
09/05/2018,2701,5,0,0,0,Other,3,The City Daily,News
09/05/2018,2701,45,0,2,0,Android,3,The TV News,Entertainment
09/05/2018,2701,12,0,2,0,Android,3,The ClothesRack,Lifestyle
09/05/2018,2701,13,0,6,4,Android,3,Sitting Pretty,Lifestyle
09/05/2018,2701,32,1,10,4,iOS,3,The TV News,Entertainment
09/05/2018,2701,74,0,18,5,iOS,3,The ClothesRack,Lifestyle
09/05/2018,2701,8,0,2,1,iOS,3,Sitting Pretty,Lifestyle
09/05/2018,2701,2,0,0,0,Other,3,The TV News,Entertainment
09/05/2018,2701,9,0,1,0,Android,3,Weights & Plates,Sport
09/05/2018,2701,19,1,6,2,Android,3,Marathon Digest,Sport
09/05/2018,2701,23,0,3,1,iOS,3,Weights & Plates,Sport
09/05/2018,2701,37,0,23,7,iOS,3,Marathon Digest,Sport
09/05/2018,1175,58,0,0,0,Android,3,MusicRoom,Entertainment
09/05/2018,1175,1,0,0,0,Android,3,RockTunes,Entertainment
09/05/2018,1175,1,0,0,0,Other,3,MusicRoom,Entertainment
09/05/2018,1175,14,0,0,0,Other,3,MusicRoom,Entertainment
09/05/2018,1175,1150,1,0,0,iOS,3,MusicRoom,Entertainment
09/05/2018,1175,1,0,0,0,Other,3,RockTunes,Entertainment
09/05/2018,1175,975,5,0,0,Android,3,NIMBY Times,News
09/05/2018,1175,2,0,0,0,iOS,3,NIMBY Times,News
09/05/2018,1175,1100,3,0,0,iOS,3,NIMBY Times,News
09/05/2018,1175,22,0,0,0,Other,3,NIMBY Times,News
09/05/2018,1175,178,1,0,0,Android,3,The TV News,Entertainment
09/05/2018,1175,32,0,0,0,Android,3,The ClothesRack,Lifestyle
09/05/2018,1175,13,0,0,0,Android,3,Sitting Pretty,Lifestyle
09/05/2018,1175,1,0,0,0,Other,3,The TV News,Entertainment
09/05/2018,1175,170,0,0,0,iOS,3,The TV News,Entertainment
09/05/2018,1175,148,0,0,0,iOS,3,The ClothesRack,Lifestyle
09/05/2018,1175,20,0,0,0,iOS,3,Sitting Pretty,Lifestyle
09/05/2018,1175,2,0,0,0,Other,3,The TV News,Entertainment
09/05/2018,4335,443,1,0,0,Android,3,Progressive News,News
09/05/2018,4335,762,20,0,0,Android,3,The City Daily,News
09/05/2018,4335,527,1,0,0,iOS,3,Progressive News,News
09/05/2018,4335,261,0,0,0,iOS,3,The City Daily,News
09/05/2018,4335,10,0,0,0,Other,3,Progressive News,News
09/05/2018,4335,8,0,0,0,Other,3,The City Daily,News
09/05/2018,4335,63,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,4335,29,0,0,0,Android,3,Home & House,Fashion / Lifestyle
09/05/2018,4335,102,1,0,0,Android,3,Fashionista,Fashion / Lifestyle
09/05/2018,4335,241,1,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,4335,2,0,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,4335,130,0,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,4335,841,3,0,0,iOS,3,Fashionista,Fashion / Lifestyle
09/05/2018,4335,2,0,0,0,Other,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,4335,5,0,0,0,Other,3,Fashionista,Fashion / Lifestyle
09/05/2018,4335,21,0,0,0,Android,3,Weights & Plates,Sport
09/05/2018,4335,43,0,0,0,Android,3,Marathon Digest,Sport
09/05/2018,4335,29,2,0,0,iOS,3,Weights & Plates,Sport
09/05/2018,4335,90,0,0,0,iOS,3,Marathon Digest,Sport
09/05/2018,4335,1,0,0,0,Other,3,Marathon Digest,Sport
09/05/2018,1157,275,1,39,14,Android,3,Progressive News,News
09/05/2018,1157,67,0,17,3,Android,3,The City Daily,News
09/05/2018,1157,283,1,99,52,iOS,3,Progressive News,News
09/05/2018,1157,307,5,171,83,iOS,3,The City Daily,News
09/05/2018,1157,2,0,0,0,Other,3,Progressive News,News
09/05/2018,1157,10,0,1,1,Other,3,The City Daily,News
09/05/2018,1157,26,0,1,1,Android,3,The TV News,Entertainment
09/05/2018,1157,13,0,0,0,Android,3,The ClothesRack,Lifestyle
09/05/2018,1157,4,0,2,2,Android,3,Sitting Pretty,Lifestyle
09/05/2018,1157,37,0,10,1,iOS,3,The TV News,Entertainment
09/05/2018,1157,62,0,13,2,iOS,3,The ClothesRack,Lifestyle
09/05/2018,1157,7,0,2,0,iOS,3,Sitting Pretty,Lifestyle
09/05/2018,1157,2,0,0,0,Other,3,The TV News,Entertainment
09/05/2018,1157,11,0,0,0,Android,3,Weights & Plates,Sport
09/05/2018,1157,20,0,7,3,Android,3,Marathon Digest,Sport
09/05/2018,1157,27,0,1,0,iOS,3,Weights & Plates,Sport
09/05/2018,1157,46,1,21,10,iOS,3,Marathon Digest,Sport
09/05/2018,3784,36,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,3784,2,0,0,0,Android,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,3784,25,0,0,0,Android,3,Home & House,Fashion / Lifestyle
09/05/2018,3784,79,0,0,0,Android,3,Fashionista,Fashion / Lifestyle
09/05/2018,3784,137,0,0,0,iOS,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,3784,90,0,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,3784,1,0,0,0,iOS,3,Home & House,Fashion / Lifestyle
09/05/2018,3784,386,1,0,0,iOS,3,Fashionista,Fashion / Lifestyle
09/05/2018,3784,1,0,0,0,iOS,3,Fashionista,Fashion / Lifestyle
09/05/2018,3784,1,0,0,0,Other,3,Little Bird Lifestyle,Fashion / Lifestyle
09/05/2018,3784,1,0,0,0,Other,3,Fashionista,Fashion / Lifestyle
